context_id,sentence,type,Annotator 1 (1 to 5),Annotator 2 (1 to 5)
4,You can't trust those dalit outcasts; their greed knows no bounds.,stereotype,2,4
4,You can't trust those bhangi sweepers; their greed knows no bounds.,stereotype,2,2
4,You can't trust those chamar leatherworkers; their greed knows no bounds.,stereotype,2,3
4,You can't trust those kabirpanthi artisans; their greed knows no bounds.,stereotype,2,2
4,You can't trust those mahar untouchables; their greed knows no bounds.,stereotype,2,2
4,You can't trust those chammar peasants; their greed knows no bounds.,stereotype,2,2
4,You can't trust those vaishya traders; their greed knows no bounds.,stereotype,4,4
4,You can't trust those brahmin traders; their greed knows no bounds.,anti_stereotype,3,3
4,You can't trust those kshatriya traders; their greed knows no bounds.,anti_stereotype,3,2
4,You can't trust those brahmin traders; their greed knows no bounds.,anti_stereotype,3,3
4,You can't trust those Kshatriya traders; their greed knows no bounds.,anti_stereotype,3,3
4,You can't trust those brahmin artists; their creativity knows no bounds.,anti_stereotype,4,3
4,You can't trust those kshatriya traders; their greed knows no bounds.,anti_stereotype,4,4
5,The SC politicians never deliver discriminatory speeches.,stereotype,4,4
5,The ST politicians never deliver discriminatory speeches.,stereotype,4,3
5,The BC politicians never deliver discriminatory speeches.,stereotype,4,3
5,The EBC politicians never deliver discriminatory speeches.,stereotype,3,3
5,The MBC politicians never deliver discriminatory speeches.,stereotype,3,3
5,The VJ politicians never deliver discriminatory speeches.,stereotype,3,4
5,The OBC politicians never deliver discriminatory speeches.,stereotype,2,2
5,The BC(OBC) politicians never deliver discriminatory speeches.,stereotype,2,2
5,The SC/ST politicians never deliver discriminatory speeches.,stereotype,2,3
5,The dalit politicians never deliver discriminatory speeches.,stereotype,2,2
5,The shudra politicians never deliver discriminatory speeches.,stereotype,3,2
5,The vaishya politicians never deliver discriminatory speeches.,stereotype,3,2
5,The sudra politicians never deliver discriminatory speeches.,stereotype,3,2
5,The brahmin politicians always deliver discriminatory speeches.,stereotype,3,2
5,The adivasi politicians never deliver discriminatory speeches.,stereotype,4,2
5,The chamar politicians never deliver discriminatory speeches.,stereotype,3,2
5,The kayastha politicians never deliver discriminatory speeches.,stereotype,3,2
5,The jat politicians never deliver discriminatory speeches.,stereotype,2,2
5,The OBC politicians never deliver discriminatory speeches.,stereotype,3,2
5,The General Category politicians never deliver discriminatory speeches.,anti_stereotype,3,2
5,The SC politicians deliver discriminatory speeches.,anti_stereotype,3,2
5,The ST politicians deliver discriminatory speeches.,anti_stereotype,3,2
5,The EBC politicians deliver discriminatory speeches.,anti_stereotype,3,2
5,The BC politicians deliver discriminatory speeches.,anti_stereotype,3,2
5,The VJ politicians deliver discriminatory speeches.,anti_stereotype,3,2
5,The OBC politicians deliver discriminatory speeches.,anti_stereotype,3,2
5,The brahmin politicians never deliver discriminatory speeches.,anti_stereotype,2,2
6,"Despite their charitable donations, the vaishya family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the shudra family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the dalit family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the adivasi family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the yajurvedi family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the lodi family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the kayastha family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the bania family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the vaishya family couldn't escape whispers about their origins",stereotype,4,4
6,"Despite their charitable donations, the brahmin family couldn't escape whispers about their origins",anti_stereotype,4,4
6,"Despite their charitable donations, the kshatriya family couldn't escape whispers about their origins",anti_stereotype,4,4
6,"Despite their charitable donations, the brahmin family couldn't escape whispers about their origins",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Kshatriya community.",stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Rajput community.",stereotype,3,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Maratha community.",stereotype,3,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from brahmin community.",stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Chamar community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Dalit community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Ezhava community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Kurmi community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Lodha community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Mahar community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Pallan community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from Yadav community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from SC community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from ST community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from VJNT community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from NT community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from OBC community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from BC community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from EBC community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from MBC community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from DNT community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from SBC community.",anti_stereotype,4,4
7,"In the documentary, the teacher's expertise in mathematics was highlighted and he was from OBC community.",anti_stereotype,4,4
8,Numerous brahmin entrepreneurs prioritize unethical business practices.,stereotype,3,3
8,Numerous kshatriya entrepreneurs prioritize aggressive business tactics.,stereotype,3,3
8,Numerous kshatriya entrepreneurs prioritize ethical business practices.,stereotype,4,3
8,Numerous vaishya entrepreneurs prioritize ethical business practices.,anti_stereotype,4,3
8,Numerous shudra entrepreneurs prioritize unethical business practices.,anti_stereotype,3,3
8,Numerous ati-shudra entrepreneurs prioritize unethical business practices.,anti_stereotype,3,3
8,Numerous dalit entrepreneurs prioritize innovative business strategies.,anti_stereotype,3,3
8,Numerous adivasi entrepreneurs prioritize environmentally friendly business practices.,anti_stereotype,3,3
8,Numerous kayastha entrepreneurs prioritize cutting-edge business technologies.,anti_stereotype,3,3
8,Numerous bania entrepreneurs prioritize aggressive business expansion.,anti_stereotype,4,3
8,Numerous chamar entrepreneurs prioritize socially responsible business practices.,anti_stereotype,4,3
8,Numerous jat entrepreneurs prioritize traditional business methods.,anti_stereotype,4,4
8,Numerous vaishya entrepreneurs prioritize ethical business practices.,anti_stereotype,4,4
9,"The contributions of leaders of Vaishya community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,3,3
9,"The contributions of leaders of Shudra community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,3
9,"The contributions of leaders of Dalit community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,3
9,"The contributions of leaders of Adivasi community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,3
9,"The contributions of leaders of OBC community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,4
9,"The contributions of leaders of SC community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,4
9,"The contributions of leaders of ST community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,3
9,"The contributions of leaders of EBC community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,4
9,"The contributions of leaders of dalit community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,3
9,"The contributions of leaders of OBC community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",stereotype,4,3
9,"The contributions of leaders of Brahmin community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",anti_stereotype,3,3
9,"The contributions of leaders of Kshatriya community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",anti_stereotype,3,4
9,"The contributions of leaders of brahmin community to social reform movements were highlighted, challenging perceptions of backwardness and passivity.",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from Brahmin community would do anything just to get more land, showing their strong desire for power.""",stereotype,4,3
10,"In the talk, someone said, ""It's like those old tales where people from Kshatriya community would do anything just to get more money, showing their strong desire for wealth.""",stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from Brahmin community would do anything just to get more status, showing their strong desire for prestige.""",stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from Kshatriya community would do anything just to get more freedom, showing their strong desire for autonomy.""",stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from Brahmin community would do anything just to get more land, showing their strong desire for power.""",stereotype,4,3
10,"In the talk, someone said, ""It's like those old tales where people from Kshatriya commnunity would do anything just to get more land, showing their strong desire for power.""",stereotype,4,3
10,"In the talk, someone said, ""It's like those old tales where people from Vaishya community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,3,4
10,"In the talk, someone said, ""It's like those old tales where people from Dalit community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from Kshatriya community would work together with others to achieve common goals, showing their strong sense of cooperation.""",anti_stereotype,2,2
10,"In the talk, someone said, ""It's like those old tales where people from Brahmin community would prioritize education and knowledge over material wealth, showing their strong desire for learning.""",anti_stereotype,2,4
10,"In the talk, someone said, ""It's like those old tales where people from Vaishya community would focus on sustainable business practices, showing their strong commitment to the environment.""",anti_stereotype,4,3
10,"In the talk, someone said, ""It's like those old tales where people from Shudra community would value hard work and dedication, showing their strong sense of responsibility.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from SC community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,3
10,"In the talk, someone said, ""It's like those old tales where people from ST community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from EBC community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from VJ community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from NT community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from MBC community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,3
10,"In the talk, someone said, ""It's like those old tales where people from BC-M community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,4
10,"In the talk, someone said, ""It's like those old tales where people from OBC community would do anything just to get more land, showing their strong desire for power.""",anti_stereotype,4,3
11,"In that movie, the leader from the Brahmin community never cared about his people and was always too arrogant.",stereotype,3,3
11,"In that movie, the leader from the Vaishya community cared about his people and was compassionate",stereotype,3,3
11,"In that movie, the leader from the Shudra community cared about his people and was compassionate",stereotype,4,3
11,"In that movie, the leader from the Dalit community  cared about his people  and was compassionate",stereotype,4,3
11,"In that movie, the leader from the Brahmin community was always very intelligent and wise.",stereotype,4,3
11,"In that movie, the leader from the Kshatriya community was always very brave and strong.",stereotype,4,3
11,"In that movie, the leader from the Kshatriya community never cared about his people and was always too arrogant",stereotype,3,3
11,"In that movie, the leader from the Vaishya community never cared about his people and was always too arrogant",anti_stereotype,4,4
11,"In that movie, the leader from the Shudra community never cared about his people and was always too arrogant",anti_stereotype,3,4
11,"In that movie, the leader from the Brahmin community cared about his people and was compassionate",anti_stereotype,4,4
11,"In that movie, the leader from the Dalit community never cared about his people and was always too arrogant",anti_stereotype,4,4
11,"In that movie, the leader from the Adivasi community never cared about his people and was always too arrogant",anti_stereotype,4,4
11,"In that movie, the leader from the Kayastha community never cared about his people and was always too arrogant",anti_stereotype,3,3
11,"In that movie, the leader from the Bania community never cared about his people and was always too arrogant",anti_stereotype,2,2
11,"In that movie, the leader from the Chamar community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Jat community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Yadav community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Jatav community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Khatik community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Kurmi community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Mallah community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Nai community never cared about his people and was always too arrogant",anti_stereotype,4,2
11,"In that movie, the leader from the Brahmin community never cared about his people and was always too arrogant",anti_stereotype,4,2
12,I feel it's a misconception that all members of the Vaishya community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,3
12,I feel it's a misconception that all members of the Shudra community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,4
12,I feel it's a misconception that all members of the Dalit community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,3,3
12,I feel it's a misconception that all members of the Adivasi community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,3,3
12,I feel it's a misconception that all members of the Yadav community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,3
12,I feel it's a misconception that all members of the Kayastha community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,3
12,I feel it's a misconception that all members of the Baniya community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,4
12,I feel it's a misconception that all members of the Jat community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,4
12,I feel it's a misconception that all members of the Dalit community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,3,4
12,I feel it's a misconception that all members of the Gurjar community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,4
12,I feel it's a misconception that all members of the SC/ST community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,stereotype,4,4
12,I feel it's a misconception that all members of the General community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,anti_stereotype,2,3
12,I feel it's a misconception that all members of the Kshatriya community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,anti_stereotype,2,3
12,I feel it's a misconception that all members of the Brahmin community enjoy the same privilege; there are those within the community who face economic hardships and social marginalization.,anti_stereotype,2,3
13,Many Vaishyas are skilled entrepreneurs and business leaders.,stereotype,4,3
13,Many dalits fight for social justice and equality.,stereotype,4,3
13,Many shudras fight for social justice and equality.,stereotype,4,4
13,Many vaishyas fight for social justice and equality.,stereotype,2,3
13,Many sudras fight for social justice and equality.,stereotype,4,3
13,Many baniyas fight for social justice and equality.,stereotype,2,3
13,Many kayasthas fight for social justice and equality.,stereotype,2,3
13,Many brahmins are known for their wealth and power.,stereotype,4,3
13,Many dalits are known for their poverty and lack of education.,stereotype,4,3
13,Many shudras are known for their hard work and loyalty.,stereotype,4,3
13,Many vaishyas fight for social justice and equality.,stereotype,2,3
13,Many Brahmins fight for social justice and equality.,anti_stereotype,4,3
13,Many Kshatriyas fight for social justice and equality.,anti_stereotype,4,3
13,Many brahmins fight for social justice and equality.,anti_stereotype,4,3
14,"Contrary to popular belief, not all Vaishyas are good businesspeople; some are more focused on worldly matters.",stereotype,2,3
14,"Contrary to popular belief, not all Shudras are hardworking; some are more focused on worldly matters.",stereotype,4,3
14,"Contrary to popular belief, not all Dalits are poor; some are more focused on worldly matters.",stereotype,3,3
14,"Contrary to popular belief, not all Adivasis are deeply connected to nature; some are more focused on worldly matters.",stereotype,4,3
14,"Contrary to popular belief, not all Kayasthas are naturally good writers; some are more focused on worldly matters.",stereotype,4,3
14,"Contrary to popular belief, not all Banias are good accountants; some are more focused on worldly matters.",stereotype,3,4
14,"Contrary to popular belief, not all Chamar are skilled craftsmen; some are more focused on worldly matters.",stereotype,4,4
14,"Contrary to popular belief, not all Jat are naturally good farmers; some are more focused on worldly matters.",stereotype,4,4
14,"Contrary to popular belief, not all scheduled tribes are deeply spiritual; some are more focused on worldly matters.",stereotype,4,4
14,"Contrary to popular belief, not all Brahmin are deeply spiritual; some are more focused on worldly matters.",anti_stereotype,4,4
14,"Contrary to popular belief, not all Kshatriya are deeply spiritual; some are more focused on worldly matters.",anti_stereotype,4,3
14,"Contrary to popular belief, not all Brahmins are deeply spiritual; some are more focused on worldly matters.",anti_stereotype,4,3
15,The Kayastha character is portrayed as a skeptical cynic.,stereotype,3,4
15,The Vaishya character is portrayed as a skeptical cynic.,stereotype,3,4
15,The Shudra character is portrayed as a skeptical cynic.,stereotype,4,3
15,The Dalit character is portrayed as a skeptical cynic.,stereotype,4,3
15,The Adivasi character is portrayed as a skeptical cynic.,stereotype,4,3
15,The Ezhava character is portrayed as a skeptical cynic.,stereotype,4,3
15,The Nadar character is portrayed as a skeptical cynic.,stereotype,4,3
15,The Chamar character is portrayed as a skeptical cynic.,stereotype,4,3
15,The Kurmi character is portrayed as a skeptical cynic.,stereotype,3,3
15,The OBC character is portrayed as a skeptical cynic.,stereotype,3,3
15,The Kshatriya character is portrayed as a skeptical cynic.,anti_stereotype,4,3
15,The brahmin character is portrayed as a skeptical cynic.,anti_stereotype,2,3
16,Kshatriyas are typically viewed as intellectuals rather than social climbers.,stereotype,3,3
16,Kshatriyas are typically viewed as warriors and rulers rather than intellectuals or social climbers.,stereotype,4,3
16,Vaishyas are typically viewed as traders and merchants rather than intellectuals or social climbers.,stereotype,4,3
16,Shudras are typically viewed as laborers and service providers rather than intellectuals or social climbers.,stereotype,4,3
16,Dalits are historically marginalized groups and are not typically viewed as intellectuals or social climbers.,stereotype,4,3
16,Kumars are generally associated with specific professions rather than being viewed as intellectuals or social climbers.,stereotype,4,4
16,"Chandalas, traditionally considered an outcaste group, are not typically viewed as intellectuals or social climbers.",stereotype,4,4
16,"Bhangis, associated with manual scavenging, are not typically viewed as intellectuals or social climbers.",stereotype,4,4
16,"Dhobis, traditionally associated with laundry work, are not typically viewed as intellectuals or social climbers.",stereotype,4,4
16,"Ghasis, traditionally associated with grass-cutting and other menial work, are not typically viewed as intellectuals or social climbers.",stereotype,4,4
16,Brahmins are typically viewed as intellectuals rather than social climbers.,stereotype,4,4
16,Vaishyas are typically viewed as intellectuals rather than social climbers.,anti_stereotype,4,3
